college_name,location
IIIT Sonepat - Indian Institute of Information Techn...,Sonepat
Goenka College of Commerce and Business Administration,Kolkata
Apollo Institute of Hospital Management and Allied S...,Chennai
Annasaheb Dange College of Engineering and Technology,Sangli
"NMIMS University, Indore",Indore
Thakur Institute of Management Studies and Research ...,Mumbai
VIT Bhopal University,Bhopal
Xavier Institute of Engineering,Mumbai
Vasavi College of Engineering - VCE,Hyderabad
SJB Institute of Technology,Bangalore
IIIT Jaipur - Indian Institute of Information Techno...,Jaipur
Maharaj Vijayaram Gajapathi Raj College of Engineeri...,Vizianagaram
Nutan College of Engineering and Research,Pune
"Sri Venkateswara College of Engineering, Tirupati",Tirupati
CUJ - Central University of Jharkhand,Ranchi
"SRM Institute of Science and Technology, Chennai - R...",Chennai
"GEMS B School, Bangalore",Bangalore
Vasireddy Venkatadri Institute of Technology,Guntur
CVR College of Engineering,Ranga Reddy
Mysore Correspondence College,Bangalore
IIIT Bhopal - Indian Institute of Information Techno...,Bhopal
Lakme Academy,Mumbai
Osmania University,Hyderabad
JSPM - TSSM's Bhivarabai Sawant College of Engineeri...,Pune
Oasis College of Science and Management,Pune
GIBS Business School,Bangalore
Samundra Institute of Maritime Studies,Pune
"Lakshmi Narain College of Technology, Bhopal",Bhopal
TIFR - Tata Institute of Fundamental Research,Mumbai
Techno India Salt Lake,Kolkata
H.G.M Azam College of Education,Pune
Regional College Of Management Bangalore,Bangalore
"Lovely Professional University, Admission Office",Delhi
"Shri Sant Gajanan Maharaj College of Engineering, Sh...",Maharashtra
Shri Mata Vaishno Devi University,Jammu
I.K Gujral Punjab Technical University (PTU),Punjab
"College of Ayurved, Bharati Vidyapeeth",Pune
IIIT Chittoor - Indian Institute of Information Tech...,Chittoor
"Alliance College of Engineering and Design, Alliance...",Bangalore
Lloyd Business School,Greater Noida
UEM Kolkata - University of Engineering and Management,Kolkata
NIT Puducherry - National Institute of Technology,Pondicherry
"Department of Technology, Shivaji University",Kolhapur
Xavier Institute of Social Service,Ranchi
IIIT Guwahati - Indian Institute of Information Tech...,Guwahati
"Devi Ahilya Vishwavidyalaya, Takshashila Campus",Indore
KGEC - Kalyani Government Engineering College,Kalyani
Walchand Institute of Technology,Solapur
MMMUT - Madan Mohan Malaviya University of Technology,Gorakhpur
"Assam University, Silchar",Silchar
IIM Shillong - Indian Institute of Management,Shillong
IIITM Gwalior - Indian Institute of Information Tech...,Gwalior
Anglo Eastern Maritime Academy,Raigad
AIMS Institutes,Bangalore
L.J. Institute of Management Studies,Ahmedabad
ASM's Institute of Business Management and Research,Pune
"Dr. B.R. Ambedkar University Delhi (AUD), Kashmere Gate",Delhi
VIPS - Vivekananda Institute of Professional Studies,Delhi
Loyola Institute of Technology,Chennai
JSPM - TSSM's Padmabhooshan Vasantdada Patil Institu...,Pune
"Institute of Aeronautics and Engineering, Sha-Shib G...",Bhopal
Kamla Nehru Institute of Technology,Uttar Pradesh
Banasthali Vidyapith,Jaipur
JSPM's Imperial College of Engineering and Research,Pune
Praxis Business School,Kolkata
"Jindal Global Business School (JGBS), O.P. Jindal Gl...",Sonepat
"Government College of Engineering, Jalgaon",Jalgaon
LBSIM - Lal Bahadur Shastri Institute of Management,Delhi
ISME - International School of Management Excellence,Bangalore
Bharati Vidyapeeth's College of Engineering for Women,Pune
Xavier Institute of Communications,Mumbai
Jabalpur Engineering College,Jabalpur
ABES Engineering College,Ghaziabad
"Department of Financial Studies, University of Delhi",Delhi
Sant Longowal Institute of Engineering and Technology,Sangrur
Dr. Babasaheb Ambedkar Technological University - DBATU,Raigad
Gudlavalleru Engineering College,Andhra Pradesh
GGU - Guru Ghasidas Vishwavidyalaya,BilasPur
"Pearl Academy, Rajouri Garden",Delhi
Graphic Era University - GEU,Dehradun
JSS Science and Technology University,Mysore
Visva Bharati University,West Bengal
Kristu Jayanti College,Bangalore
SITS - Sinhgad Institute of Technology and Science,Pune
ICRI Mumbai - Institute of Clinical Research India M...,Mumbai
HIT - Haldia Institute of Technology,Midnapore
Loyola Academy Degree and PG College,Secunderabad
"Dyal Singh College, University of Delhi",Delhi
Tamil Nadu Agricultural University,Coimbatore
Lakireddy Bali Reddy College of Engineering,Krishna
"Gargi College, University of Delhi",Delhi
"JD Institute of Fashion Technology, Lavelle Road",Bangalore
"Government College of Engineering & Research, Avasar...",Pune
AMC Engineering College,Bangalore
IMI Kolkata - International Management Institute,Kolkata
NLU Kolkata (NUJS) - The West Bengal National Univer...,Kolkata
SIT - Sinhgad Institute of Technology,Pune
All India Institute of Management Studies,Chennai
"Bundelkhand University, Jhansi",Uttar Pradesh
Manipal Institute of Management,Manipal
NIT Sikkim - National Institute of Technology,Sikkim
KLS Gogte Institute of Technology,Belgaum
"College of Engineering, Pulivendula, Jawaharlal Nehr...",Andhra Pradesh
"Greater Noida Institute of Technology, IPU",Greater Noida
Prasad V Potluri Siddhartha Institute of Technology,Vijayawada
Vishwakarma University,Pune
A. C. Patil College of Engineering,Navi Mumbai
"Chitkara Business School, Chandigarh",Chandigarh
Gauhati University - GU,Guwahati
HKBK College of Engineering,Bangalore
"SOGS, Jain (Deemed-to-be University)",Bangalore
"School of Computer Science, University of Petroleum ...",Dehradun
RajaRajeswari Medical College and Hospital,Bangalore
College of Engineering Trivandrum,Thiruvananthapuram
Smt. Indira Gandhi College of Engineering,Navi Mumbai
Dr. Akhilesh Das Gupta Institute of Technology and M...,Delhi
IHM Goa - Institute of Hotel Management Catering Tec...,Goa
Nutan Maharashtra Institute of Engineering and Techn...,Pune
Dakshina Bharat Hindi Prachar Sabha,Chennai
IIIT Bangalore - International Institute of Informat...,Bangalore
FOSTIIMA Business School,Delhi
SSBF Pune - Symbiosis School of Banking and Finance,Pune
"Xavier School of Human Resource Management, Xavier U...",Bhubaneswar
"Padmashree Dr. D.Y. Patil Vidyapeeth, Navi Mumbai",Navi Mumbai
"JNTUA College of Engineering, Kalikiri",Chittoor
Netaji Subhas University of Technology (East Campus),Delhi
Globsyn Business School,Kolkata
K.C.College of Engineering and Management Studies an...,Mumbai
Manipal School of Life Sciences,Manipal
Tamil Nadu Dr Ambedkar Law University [TNDALU],Chennai
"Institute of Rural Management, Anand",Anand
Madhav Institute of Technology and Science,Gwalior
ABBS,Bangalore
ACMS - Army College of Medical Sciences,Delhi
"School of Business, University of Petroleum and Ener...",Dehradun
Bombay College of Pharmacy,Mumbai
Annamalai University,Tamil Nadu
"Dr. D. Y. Patil Medical College, Hospital and Resear...",Pune
"KIMS - Krishna Institute of Medical Sciences, Secund...",Hyderabad
"Sri Venkateswara College, University of Delhi",Delhi
Hyderabad Institute of Technology and Management,Hyderabad
"Modern College of Arts, Science and Commerce, Progre...",Pune
Karnataka State Open University - Sunshine Academy F...,Bangalore
Ashoka University,Sonepat
"Sri Guru Gobind Singh College of Commerce, Universit...",Delhi
"B. J. Medical College, Ahmedabad",Ahmedabad
AIMS - Atharva Institute of Management Studies,Mumbai
Meenakshi Medical College Hospital and Research Inst...,Kanchipuram
Nizam College,Hyderabad
Pune District Education Association's College of Eng...,Pune
Thiagarajar College of Engineering,Madurai
Siddharth College of Law,Mumbai
SIOM Nashik - Symbiosis Institute of Operations Mana...,Nashik
"Jawaharlal Nehru Medical College, KLE Academy of Hig...",Belgaum
"Deen Dayal Upadhyaya College, University of Delhi",Delhi
MMDU Mullana - Maharishi Markandeshwar University,Ambala
Delhi Paramedical and Management Institute,Delhi
"St. Xavier's College, Ahmedabad",Ahmedabad
"School of Management, MIT WPU",Pune
"SNDT Women's University, ChurchGate",Mumbai
SAE - Sinhgad Academy of Engineering,Pune
Raghu Engineering College,Visakhapatnam
Amrut Mody School of Management,Ahmedabad
"Bharati Vidyapeeth College of Engineering, Delhi",Delhi
"School of Technology, Pandit Deendayal Energy Univer...",Gandhinagar
"School of Management, D.Y. Patil University",Navi Mumbai
Muzaffarpur Institute of Technology,Muzaffarpur
Ravenshaw University,Cuttack
"MGM Medical College and Hospital, Aurangabad",Aurangabad
Distance learning Centre-Karnataka State Open Univer...,Delhi
Institute of Management Studies (IMS),Ghaziabad
Directorate of Correspondence Courses and Distance E...,Bangalore
Utkal University,Bhubaneswar
Shri Vishnu Engineering College for Women,West Godavari
"Indian Institute of Technology,Tirupati",Chittoor
Bengal Institute of Business Studies,Kolkata
"North Eastern Hill University, Shillong",Shillong
"Techno India University, Kolkata",Kolkata
"Christ - lavasa, Pune Campus",Pune
University College of Commerce and Business Manageme...,Hyderabad
"Directorate of Distance Education, Madurai Kamaraj U...",Madurai
"Vignan's Foundation for Science, Technology and Rese...",Guntur
Guru Tegh Bahadur Institute of Technology,Delhi
RGUHS - Rajiv Gandhi University of Health Sciences,Bangalore
Symbiosis Centre for Media and Communication,Pune
Chandigarh College of Engineering and Technology,Chandigarh
SKCET - Sri Krishna College of Engineering and Techn...,Coimbatore
"Zakir Husain Delhi College, University of Delhi",Delhi
Medical College,Kolkata
LM Thapar School of Management,Mohali
Rajiv Gandhi Aviation Academy,Hyderabad
"National Institute of Fashion Technology, Kolkata",Kolkata
Kerala University,Thiruvananthapuram
Welcomgroup Graduate School of Hotel Administration,Manipal
IIIT Trichy - Indian Institute of Information Techno...,Tiruchirappalli
IHM Chennai - Institute of Hotel Management Catering...,Chennai
PAU - Punjab Agricultural University,Ludhiana
"Indian Institute of Technology, Goa",Ponda
"Dr. Bhim Rao Ambedkar College, Delhi",Delhi
"College of Agriculture, Bangalore",Bangalore
CURAJ - Central University of Rajasthan,Ajmer
"Acharya Narendra Dev College, University of Delhi",Delhi
IIM Nagpur - Indian Institute of Management,Nagpur
"MIT School of Bio-Engineering Sciences and Research,...",Pune
Bundelkhand Institute of Engineering and Technology,Jhansi
JD College of Engineering and Management,Nagpur
NIELIT Delhi - National Institute of Electronics and...,Delhi
S.M.S. Medical College,Jaipur
CMR University (School of Engineering and Technology),Bangalore
Frankfinn Institute of Air Hostess Training,Delhi
NIT Nagaland - National Institute of Technology,Dimapur
IIITDM Kurnool - Indian Institute of Information Tec...,Kurnool
"University Institute of Engineering and Technology, ...",Kanpur
"Tata Institute of Social Sciences, Hyderabad",Hyderabad
C. V. Raman Global University,Bhubaneswar
"GITAM Institute of Science, Visakhapatnam",Visakhapatnam
National Institute of Agricultural Extension Management,Hyderabad
Guru Gobind Singh Medical College and Hospital,Faridkot
Jindal Global Law School,Sonepat
MVSR Engineering College,Ranga Reddy
MGU Kerala - Mahatma Gandhi University,Kottayam
"National Institute of Fashion Technology, Chennai",Chennai
"Pearl Academy, Mumbai",Mumbai
Indian School of Business Management and Administrat...,Hyderabad
PES College of Engineering,Karnataka
"ICFAI Business School (IBS), Gurgaon",Gurgaon
"Government Engineering College, Thrissur",Thrissur
"Delhi College of Arts and Commerce, University of Delhi",Delhi
Bharath Institute of Higher Education and Research (...,Chennai
CDAC - Centre for Development of Advanced Computing,Pune
ALC - Asian Law College Noida,Noida
All India Institute of Public & Physical Health Scie...,Delhi
TNAU - Tamil Nadu Agricultural University,Coimbatore
"Jain Deemed-to-be-University, Bangalore",Bangalore
Amrita School of Business,Coimbatore
"Kasturba Medical College, Mangalore",Mangalore
JGEC - Jalpaiguri Government Engineering College,Jalpaiguri
INIFD Andheri,Mumbai
Government College of Technology (GCT),Coimbatore
K.S. Hegde Medical Academy,Mangalore
UNOM - University of Madras,Chennai
NBN Sinhgad School of Engineering,Pune
DCRUST - Deenbandhu Chhotu Ram University of Science...,Sonepat
The Great Eastern Institute of Maritime Studies - GEIMS,Pune
Amrita Vishwa Vidyapeetham - Kochi Campus,Kochi
Padmashree Institute of Management and Sciences,Bangalore
KCG College of Technology,Chennai
"Jawaharlal Nehru Engineering College, MGM University",Aurangabad
Kohinoor Technical Institute,Mumbai
"Faculty of Law, Banaras Hindu University",Varanasi
"School of Distance Education, Pune",Pune
D.K.T.E. Society's Textile and Engineering Institute,Kolhapur
Lexicon Management Institute of Leadership and Excel...,Pune
"Kirori Mal College, University of Delhi",Delhi
Sunstone Eduversity - NIET Campus,Greater Noida
"Jesus and Mary College ,University of Delhi",Delhi
KSOU - Karnataka State Open University,Mysore
Madanapalle Institute of Technology and Science,Chittoor
H.R. College of Commerce and Economics,Mumbai
"Shivaji College, University of Delhi",Delhi
"College of Vocational Studies, University of Delhi",Delhi
Bannari Amman Institute of Technology,Erode
"Ahilya Bai College of Nursing, University of Delhi",Delhi
"Bombay Stock Exchange Institute, Mumbai",Mumbai
Delhi Pharmaceutical Sciences and Research University,Delhi
Acharya Nagarjuna University Centre for Distance Edu...,Guntur
Lala Lajpatrai Institute of Management (LLIM),Mumbai
"Symbiosis College of Arts & Commerce, Pune",Pune
"MGM School of Biomedical Sciences, Navi Mumbai",Navi Mumbai
Kakatiya Institute of Technology and Science,Warangal
L.J. Institute of Engineering and Technology (L.J.I....,Ahmedabad
Indian Institute of Packaging,Mumbai
"United Group of Institutions, Greater Noida",Greater Noida
Anurag University,Hyderabad
Indian Institute of Fashion Technology,Bangalore
"IIMT Group of Colleges, Greater Noida",Greater Noida
"Aryabhatta College, University of Delhi",Delhi
VSSUT - Veer Surendra Sai University of Technology,Orissa
"Babasaheb Bhimrao Ambedkar University (BBAU), Lucknow",Lucknow
"M.S. Ramaiah College of Arts, Science and Commerce",Bangalore
